Nombre;Aeropuerto Origen;Ciudad Origen;Aeropuerto Destino;Ciudad Destino
CHARTER DEL CARIBE S.A.;AEROPUERTO INTERNACIONAL LOS GARZONES;MONTERIA;AEROPUERTO INTERNACIONAL ERNESTO CORTISSOZ;BARRANQUILLA
EASYFLY S.A;AEROPUERTO INTERNACIONAL LOS GARZONES;MONTERIA;AEROPUERTO INTERNACIONAL ERNESTO CORTISSOZ;BARRANQUILLA
EASYFLY S.A;AEROPUERTO INTERNACIONAL LOS GARZONES;MONTERIA;AEROPUERTO INTERNACIONAL JOSE MARIA CORDOVA;RIONEGRO
EASYFLY S.A;AEROPUERTO INTERNACIONAL LOS GARZONES;MONTERIA;OLAYA HERRERA;MEDELLIN
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL LOS GARZONES;MONTERIA;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL LOS GARZONES;MONTERIA;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL LOS GARZONES;MONTERIA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL LOS GARZONES;MONTERIA;AEROPUERTO INTERNACIONAL EL EDEN;ARMENIA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL LOS GARZONES;MONTERIA;AEROPUERTO INTERNACIONAL ERNESTO CORTISSOZ;BARRANQUILLA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL LOS GARZONES;MONTERIA;AEROPUERTO INTERNACIONAL GUSTAVO ROJAS PINILLA;SAN ANDRES - ISLA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL LOS GARZONES;MONTERIA;AEROPUERTO INTERNACIONAL JOSE MARIA CORDOVA;RIONEGRO
AVIANCA;AEROPUERTO INTERNACIONAL LOS GARZONES;MONTERIA;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL LOS GARZONES;MONTERIA;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL LOS GARZONES;MONTERIA;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL LOS GARZONES;MONTERIA;ALMIRANTE PADILLA;RIOHACHA
HELISAS S.A.S;AEROPUERTO INTERNACIONAL LOS GARZONES;MONTERIA;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL LOS GARZONES;MONTERIA;VANGUARDIA;VILLAVICENCIO
HELISAS S.A.S;AEROPUERTO INTERNACIONAL LOS GARZONES;MONTERIA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
HELISAS S.A.S;AEROPUERTO INTERNACIONAL LOS GARZONES;MONTERIA;AEROPUERTO INTERNACIONAL JOSE MARIA CORDOVA;RIONEGRO
SEARCA S.A.;AEROPUERTO INTERNACIONAL LOS GARZONES;MONTERIA;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA
SEARCA S.A.;AEROPUERTO INTERNACIONAL LOS GARZONES;MONTERIA;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI
SERVICIO AEREO A TERRITORIOS NACIONALES SATENA;AEROPUERTO INTERNACIONAL LOS GARZONES;MONTERIA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
SERVICIO AEREO A TERRITORIOS NACIONALES SATENA;AEROPUERTO INTERNACIONAL LOS GARZONES;MONTERIA;GERMAN OLANO;PUERTO CARREÑO
AVIANCA;AEROPUERTO INTERNACIONAL LOS GARZONES;MONTERIA;ANTONIO NARINO;PASTO
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL LOS GARZONES;MONTERIA;ANTONIO NARINO;PASTO
AIRES;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI
AEROPACA SAS;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA;OLAYA HERRERA;MEDELLIN
AIRES;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
AIRES;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA;AEROPUERTO INTERNACIONAL JOSE MARIA CORDOVA;RIONEGRO
AVIANCA;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA
AVIANCA;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI
AVIANCA;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA;AEROPUERTO INTERNACIONAL ALFREDO VASQUEZ COBO;LETICIA
AVIANCA;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA
AVIANCA;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
AVIANCA;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA;AEROPUERTO INTERNACIONAL EL EDEN;ARMENIA
AVIANCA;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA;AEROPUERTO INTERNACIONAL ERNESTO CORTISSOZ;BARRANQUILLA
AVIANCA;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA;AEROPUERTO INTERNACIONAL GUSTAVO ROJAS PINILLA;SAN ANDRES - ISLA
AVIANCA;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA;AEROPUERTO INTERNACIONAL JOSE MARIA CORDOVA;RIONEGRO
AVIANCA;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA;AEROPUERTO INTERNACIONAL LOS GARZONES;MONTERIA
AVIANCA;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA
AVIANCA;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA
AVIANCA;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR
AVIANCA;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA;ALMIRANTE PADILLA;RIOHACHA
ULTRA AIR S.A.S.;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA
DELTA;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
EASYFLY S.A;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
EASYFLY S.A;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA;AEROPUERTO INTERNACIONAL JOSE MARIA CORDOVA;RIONEGRO
EASYFLY S.A;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA;OLAYA HERRERA;MEDELLIN
EASYFLY S.A;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA;VANGUARDIA;VILLAVICENCIO
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA;AEROPUERTO INTERNACIONAL ALFREDO VASQUEZ COBO;LETICIA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA;AEROPUERTO INTERNACIONAL ERNESTO CORTISSOZ;BARRANQUILLA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA;AEROPUERTO INTERNACIONAL GUSTAVO ROJAS PINILLA;SAN ANDRES - ISLA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA;AEROPUERTO INTERNACIONAL JOSE MARIA CORDOVA;RIONEGRO
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA;AEROPUERTO INTERNACIONAL LOS GARZONES;MONTERIA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA;ALMIRANTE PADILLA;RIOHACHA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA;VANGUARDIA;VILLAVICENCIO
GOOD FLY CO SAS;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA;OLAYA HERRERA;MEDELLIN
HELISAS S.A.S;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
SAE;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA;VANGUARDIA;VILLAVICENCIO
SEARCA S.A.;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
SEARCA S.A.;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA;AEROPUERTO INTERNACIONAL JOSE MARIA CORDOVA;RIONEGRO
SEARCA S.A.;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA;LA NUBIA;MANIZALES
SEARCA S.A.;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA;OLAYA HERRERA;MEDELLIN
SERVICIO AEREO A TERRITORIOS NACIONALES SATENA;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA;FABIO ALBERTO LEON BENTLEY;MITU
TAC;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
TAC;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA;AEROPUERTO INTERNACIONAL EL EDEN;ARMENIA
ULTRA AIR S.A.S.;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA
AVIANCA;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA;ANTONIO NARINO;PASTO
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA;ANTONIO NARINO;PASTO
AVIANCA;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA
SEARCA S.A.;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA
AVIANCA;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA
EASYFLY S.A;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA
AER CARIBE S.A.;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA
AERO LLANOS DEL ORIENTE SAS;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA;LAS BRUJAS;COROZAL
AEROPACA SAS;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA;AEROPUERTO INTERNACIONAL ERNESTO CORTISSOZ;BARRANQUILLA
AEROPACA SAS;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA;OLAYA HERRERA;MEDELLIN
AIRES;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
AIRES;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA;AEROPUERTO INTERNACIONAL JOSE MARIA CORDOVA;RIONEGRO
AVIANCA;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI
AVIANCA;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA;AEROPUERTO INTERNACIONAL ALFREDO VASQUEZ COBO;LETICIA
AVIANCA;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA
AVIANCA;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
AVIANCA;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA;AEROPUERTO INTERNACIONAL EL EDEN;ARMENIA
AVIANCA;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA;AEROPUERTO INTERNACIONAL ERNESTO CORTISSOZ;BARRANQUILLA
AVIANCA;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA;AEROPUERTO INTERNACIONAL GUSTAVO ROJAS PINILLA;SAN ANDRES - ISLA
AVIANCA;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA;AEROPUERTO INTERNACIONAL JOSE MARIA CORDOVA;RIONEGRO
AVIANCA;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA;AEROPUERTO INTERNACIONAL LOS GARZONES;MONTERIA
HELISAS S.A.S;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA
LANS S.A.S;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA
AVIANCA;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA
AVIANCA;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR
AVIANCA;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA;ALMIRANTE PADILLA;RIOHACHA
DELTA;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
EASYFLY S.A;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA
EASYFLY S.A;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA;AEROPUERTO INTERNACIONAL EL ALCARAVAN;YOPAL
EASYFLY S.A;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA;AEROPUERTO INTERNACIONAL ERNESTO CORTISSOZ;BARRANQUILLA
EASYFLY S.A;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA;OLAYA HERRERA;MEDELLIN
EASYFLY S.A;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA;SANTIAGO PEREZ QUIROZ;ARAUCA
EASYFLY S.A;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA;VANGUARDIA;VILLAVICENCIO
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA;AEROPUERTO INTERNACIONAL ALFREDO VASQUEZ COBO;LETICIA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA;AEROPUERTO INTERNACIONAL EL EDEN;ARMENIA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA;AEROPUERTO INTERNACIONAL ERNESTO CORTISSOZ;BARRANQUILLA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA;AEROPUERTO INTERNACIONAL GUSTAVO ROJAS PINILLA;SAN ANDRES - ISLA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA;AEROPUERTO INTERNACIONAL JOSE MARIA CORDOVA;RIONEGRO
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA;AEROPUERTO INTERNACIONAL LOS GARZONES;MONTERIA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA;ALMIRANTE PADILLA;RIOHACHA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA;VANGUARDIA;VILLAVICENCIO
FLEXAIR S.A.S;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI
GOOD FLY CO SAS;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA;GABRIEL VARGAS SANTOS;TAME
GOOD FLY CO SAS;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA;OLAYA HERRERA;MEDELLIN
HELIGOLFO S.A.S;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA;OLAYA HERRERA;MEDELLIN
HELISAS S.A.S;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
HELISAS S.A.S;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR
LANS S.A.S;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA
LANS S.A.S;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA;AEROPUERTO INTERNACIONAL ERNESTO CORTISSOZ;BARRANQUILLA
LANS S.A.S;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA;SANTIAGO PEREZ QUIROZ;ARAUCA
LANS S.A.S;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA;YARIGUIES;BARRANCABERMEJA
AVIANCA;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA;ANTONIO NARINO;PASTO
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA;ANTONIO NARINO;PASTO
AIRES;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA
AVIANCA;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA
ULTRA AIR S.A.S.;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA
AEROREPUBLICA;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
AEROREPUBLICA;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA;AEROPUERTO INTERNACIONAL GUSTAVO ROJAS PINILLA;SAN ANDRES - ISLA
AEROSUCRE;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
AIRES;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI
AIRES;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
AIRES;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA;AEROPUERTO INTERNACIONAL GUSTAVO ROJAS PINILLA;SAN ANDRES - ISLA
AIRES;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA;AEROPUERTO INTERNACIONAL JOSE MARIA CORDOVA;RIONEGRO
AVIANCA;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI
AVIANCA;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA;AEROPUERTO INTERNACIONAL ALFREDO VASQUEZ COBO;LETICIA
AVIANCA;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA
AVIANCA;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
AVIANCA;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA;AEROPUERTO INTERNACIONAL EL EDEN;ARMENIA
AVIANCA;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA;AEROPUERTO INTERNACIONAL ERNESTO CORTISSOZ;BARRANQUILLA
AVIANCA;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA;AEROPUERTO INTERNACIONAL GUSTAVO ROJAS PINILLA;SAN ANDRES - ISLA
AVIANCA;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA;AEROPUERTO INTERNACIONAL JOSE MARIA CORDOVA;RIONEGRO
AVIANCA;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA;AEROPUERTO INTERNACIONAL LOS GARZONES;MONTERIA
AVIANCA;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA
AVIANCA;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA
AVIANCA;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR
AVIANCA;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA;ALMIRANTE PADILLA;RIOHACHA
AVIOCESAR;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA;AEROPUERTO INTERNACIONAL ERNESTO CORTISSOZ;BARRANQUILLA
CHARTER DEL CARIBE S.A.;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA;AEROPUERTO INTERNACIONAL LOS GARZONES;MONTERIA
DELTA;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
EASYFLY S.A;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA;AEROPUERTO INTERNACIONAL ALFREDO VASQUEZ COBO;LETICIA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA;AEROPUERTO INTERNACIONAL EL EDEN;ARMENIA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA;AEROPUERTO INTERNACIONAL GUSTAVO ROJAS PINILLA;SAN ANDRES - ISLA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA;AEROPUERTO INTERNACIONAL JOSE MARIA CORDOVA;RIONEGRO
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA;BENITO SALAS VARGAS;NEIVA
FAST COLOMBIA SAS;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA;VANGUARDIA;VILLAVICENCIO
HELI JET SAS;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA;OLAYA HERRERA;MEDELLIN
HELIGOLFO S.A.S;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA;OLAYA HERRERA;MEDELLIN
HELISAS S.A.S;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI
HELISAS S.A.S;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
HELISAS S.A.S;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA;AEROPUERTO INTERNACIONAL JOSE MARIA CORDOVA;RIONEGRO
HELISAS S.A.S;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA;AEROPUERTO INTERNACIONAL LOS GARZONES;MONTERIA
HELISAS S.A.S;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA
HELISAS S.A.S;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR
INTEREJECUTIVA;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA;AEROPUERTO INTERNACIONAL JOSE MARIA CORDOVA;RIONEGRO
